Volatility 3 Framework 2.7.1

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
1452	svchost.exe	0xa3070fa8a650	0x8c	EtwRegistration	0x804	
1452	svchost.exe	0xc60797736c60	0x90	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS
1452	svchost.exe	0xa3070fab7960	0x94	Event	0x1f0003	
1452	svchost.exe	0xa3070fa53bd0	0x98	WaitCompletionPacket	0x1	
1452	svchost.exe	0xc607975d0c10	0x9c	Key	0x20019	MACHINE
1452	svchost.exe	0xc60797733300	0xa0	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\OLE
1452	svchost.exe	0xa3070fab6560	0xa4	Event	0x1f0003	
1452	svchost.exe	0xa3070fa8ac70	0xa8	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fa8b1b0	0xac	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fa8ae30	0xb0	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fab7460	0xb4	Event	0x1f0003	
1452	svchost.exe	0xa3070fab7260	0xb8	Event	0x1f0003	
1452	svchost.exe	0xa3070fab7de0	0xbc	Event	0x1f0003	
1452	svchost.exe	0xa3070fab7860	0xc0	Event	0x1f0003	
1452	svchost.exe	0xa3070fab74e0	0xc4	Event	0x1f0003	
1452	svchost.exe	0xa3070fab76e0	0xc8	Event	0x1f0003	
1452	svchost.exe	0xa3070fa8af10	0xcc	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fa8b290	0xd0	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fa8b450	0xd4	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fa8b370	0xd8	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fa8b530	0xdc	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fa8bed0	0xe0	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fa8bd10	0xe4	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fab43e0	0xe8	Event	0x1f0003	
1452	svchost.exe	0xa3070fab78e0	0xec	Event	0x1f0003	
1452	svchost.exe	0xa3070fab8060	0xf0	Event	0x1f0003	
1452	svchost.exe	0xa3070b6ad5f0	0xf4	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fa8bdf0	0xf8	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fab7560	0xfc	Event	0x1f0003	
1452	svchost.exe	0xa3070faa44c0	0x100	File	0x100001	\Device\CNG
1452	svchost.exe	0xa3070fab79e0	0x104	Event	0x1f0003	
1452	svchost.exe	0xa3070fb3e1b0	0x108	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fab7e60	0x10c	Event	0x1f0003	
1452	svchost.exe	0xa3070fb3ea70	0x110	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3e0d0	0x114	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3dd50	0x118	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3d2d0	0x11c	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3d3b0	0x120	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3e282	0x128	SymbolicLink	0x1f0003	
1452	svchost.exe	0xa3070f3e6c00	0x12c	WindowStation	0xf006e	Service-0x0-3e5$
1452	svchost.exe	0xa3070f22d6a0	0x130	Desktop	0xf00cf	Default
1452	svchost.exe	0xa3070f3e6c00	0x134	WindowStation	0xf006e	Service-0x0-3e5$
1452	svchost.exe	0xa3070faa41a0	0x138	File	0x100001	\Device\HarddiskVolume3\Windows\System32\en-GB\svchost.exe.mui
1452	svchost.exe	0xa3070fb3e370	0x13c	EtwRegistration	0x804	
1452	svchost.exe	0xa3070b78f080	0x140	Thread	0x1fffff	Tid 1456 Pid 1452
1452	svchost.exe	0xa3070fab7b60	0x144	Event	0x1f0003	
1452	svchost.exe	0xa3070b784de0	0x148	ALPC Port	0x1f0001	
1452	svchost.exe	0xa3070faa2d50	0x14c	File	0x120089	\Device\DeviceApi\CMApi
1452	svchost.exe	0xa3070fb3e990	0x150	EtwRegistration	0x804	
1452	svchost.exe	0xa3070b780070	0x154	ALPC Port	0x1f0001	
1452	svchost.exe	0xc60797735e90	0x158	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1452	svchost.exe	0xc6079747f670	0x15c	Token	0x48	
1452	svchost.exe	0xa3070b6d3530	0x160	ALPC Port	0x1f0001	
1452	svchost.exe	0xa3070fab72e0	0x164	Event	0x1f0003	
1452	svchost.exe	0xa3070fb3d810	0x168	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3fbf0	0x16c	EtwRegistration	0x804	
1452	svchost.exe	0xc607977364f0	0x170	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER
1452	svchost.exe	0xa3070fb3e530	0x174	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3eb50	0x178	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3ec30	0x17c	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3d570	0x180	EtwRegistration	0x804	
1452	svchost.exe	0xa3070b77ed00	0x184	TpWorkerFactory	0xf00ff	
1452	svchost.exe	0xa3070fb3e700	0x188	IoCompletion	0x1f0003	
1452	svchost.exe	0xa3070fad9b30	0x18c	IRTimer	0x100002	
1452	svchost.exe	0xa3070fb13510	0x190	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070fad9d50	0x194	IRTimer	0x100002	
1452	svchost.exe	0xa3070fb13850	0x198	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070fb3d730	0x19c	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3d9d0	0x1a0	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3de30	0x1a8	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb40130	0x1ac	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3f5d0	0x1b0	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3f170	0x1b4	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3fdb0	0x1b8	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb404b0	0x1bc	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3f250	0x1c0	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb40670	0x1c4	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb3eed0	0x1c8	EtwRegistration	0x804	
1452	svchost.exe	0xc60797312bf0	0x1cc	Section	0x4	__ComCatalogCache__
1452	svchost.exe	0xa3070fb3f090	0x1d0	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fab8de0	0x1d4	Event	0x1f0003	
1452	svchost.exe	0xa3070fb132a0	0x1d8	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070fb05b40	0x1dc	Mutant	0x1f0001	
1452	svchost.exe	0xa3070b76f500	0x1e0	Thread	0x1fffff	Tid 1492 Pid 1452
1452	svchost.exe	0xa3070e9435e0	0x1e4	Event	0x1f0003	
1452	svchost.exe	0xa3070fab9fe0	0x1e8	Event	0x1f0003	
1452	svchost.exe	0xa3070fab9360	0x1ec	Event	0x1f0003	
1452	svchost.exe	0xa3070fb3fe90	0x1f0	EtwRegistration	0x804	
1452	svchost.exe	0xc60797312bf0	0x1f4	Section	0x4	__ComCatalogCache__
1452	svchost.exe	0xa3070b6787a0	0x1f8	Event	0x100001	MaximumCommitCondition
1452	svchost.exe	0xc60797735d80	0x1fc	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1452	svchost.exe	0xa3070fb40200	0x200	IoCompletion	0x1f0003	
1452	svchost.exe	0xa3070fb04e20	0x204	Mutant	0x1f0001	
1452	svchost.exe	0xa3070b722990	0x208	ALPC Port	0x1f0001	
1452	svchost.exe	0xa3070fb3f780	0x20c	IoCompletion	0x1f0003	
1452	svchost.exe	0xa3070b77e980	0x210	TpWorkerFactory	0xf00ff	
1452	svchost.exe	0xa3070fb361a0	0x214	IRTimer	0x100002	
1452	svchost.exe	0xa3070fb14620	0x218	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070fb34e80	0x21c	IRTimer	0x100002	
1452	svchost.exe	0xa3070fb13b90	0x220	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070fb40750	0x224	EtwRegistration	0x804	
1452	svchost.exe	0xa3070b73c080	0x228	Thread	0x1fffff	Tid 1620 Pid 1452
1452	svchost.exe	0xa3070fb7d310	0x22c	ALPC Port	0x1f0001	
1452	svchost.exe	0xa3070b780530	0x230	ALPC Port	0x1f0001	
1452	svchost.exe	0xa3070fb3edf0	0x234	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb41470	0x238	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb06880	0x23c	Semaphore	0x1f0003	SM0:1452:120:WilError_03_p0
1452	svchost.exe	0xa3070facf870	0x240	Mutant	0x1f0001	SM0:1452:120:WilError_03
1452	svchost.exe	0xa3070fb06ec0	0x244	Semaphore	0x1f0003	SM0:1452:120:WilError_03_p0h
1452	svchost.exe	0xa3070fb509e0	0x248	Event	0x1f0003	
1452	svchost.exe	0xa3070fb50660	0x24c	Event	0x1f0003	
1452	svchost.exe	0xa3070fb15f50	0x250	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070fad00b0	0x254	Mutant	0x1f0001	AudioResourceAcquisitionMutex
1452	svchost.exe	0xa3070fb50260	0x258	Event	0x1f0003	
1452	svchost.exe	0xa3070fb506e0	0x25c	Event	0x1f0003	
1452	svchost.exe	0xa3070b769080	0x260	Thread	0x1fffff	Tid 1508 Pid 1452
1452	svchost.exe	0xa3070faa4b00	0x264	File	0x120089	\Device\DeviceApi\CMNotify
1452	svchost.exe	0xa3070fb05d20	0x268	Mutant	0x1f0001	
1452	svchost.exe	0xa3070fb50ce0	0x26c	Event	0x1f0003	
1452	svchost.exe	0xa3070fb41ef0	0x270	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb41b70	0x274	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb420b0	0x278	EtwRegistration	0x804	
1452	svchost.exe	0xc607977374e0	0x27c	Key	0x2001b	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\MMDEVICES\AUDIO\CAPTURE\{04CA1C97-8AC2-43DA-800F-8AFF3BF255A7}\PROPERTIES
1452	svchost.exe	0xc607977375f0	0x280	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\MMDEVICES\AUDIO\CAPTURE\{04CA1C97-8AC2-43DA-800F-8AFF3BF255A7}\PROPERTIES
1452	svchost.exe	0xc607977372c0	0x284	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\MMDEVICES\AUDIO\RENDER\{CA4B71E0-8AAF-4C34-9EC6-F61790115337}\PROPERTIES
1452	svchost.exe	0xc60797736d70	0x288	Key	0x2001b	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\MMDEVICES\AUDIO\RENDER\{CA4B71E0-8AAF-4C34-9EC6-F61790115337}\PROPERTIES
1452	svchost.exe	0xa3070fb65360	0x28c	File	0x12019f	\Device\0000006e\elineouttopo
1452	svchost.exe	0xc60797735830	0x290	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\IDS
1452	svchost.exe	0xa3070fb66170	0x294	File	0x120089	\Device\DeviceApi\CMNotify
1452	svchost.exe	0xa3070fb41e00	0x298	IoCompletion	0x1f0003	
1452	svchost.exe	0xa3070fb651d0	0x29c	File	0x120089	\Device\DeviceApi\CMNotify
1452	svchost.exe	0xa3070fb64eb0	0x2a0	File	0x12019f	\Device\0000006e\emicintopo
1452	svchost.exe	0xa3070b764480	0x2a4	Thread	0x1fffff	Tid 1512 Pid 1452
1452	svchost.exe	0xa3070bdd81f0	0x2a8	Event	0x100000	TermSrvReadyEvent
1452	svchost.exe	0xa3070b7758e0	0x2ac	ALPC Port	0x1f0001	
1452	svchost.exe	0xa3070fb412b0	0x2b0	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb49270	0x2b4	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb45610	0x2b8	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb511e0	0x2bc	Event	0x1f0003	
1452	svchost.exe	0xa3070fa5e920	0x2c0	ALPC Port	0x1f0001	AudioClientRpc
1452	svchost.exe	0xa3070fb51660	0x2c4	Event	0x1f0003	
1452	svchost.exe	0xa3070fb515e0	0x2c8	Event	0x1f0003	
1452	svchost.exe	0xa3070fa5fba0	0x2cc	ALPC Port	0x1f0001	OLEA6F39D30AD0C6AEA8430ECC62D93
1452	svchost.exe	0xa3070fb51d60	0x2d0	Event	0x1f0003	
1452	svchost.exe	0xa3070fb51760	0x2d4	Event	0x1f0003	
1452	svchost.exe	0xa3070fb51260	0x2d8	Event	0x1f0003	
1452	svchost.exe	0xa3070fb51de0	0x2dc	Event	0x1f0003	
1452	svchost.exe	0xa3070fb52260	0x2e0	Event	0x1f0003	
1452	svchost.exe	0xa3070b74f080	0x2e4	Thread	0x1fffff	Tid 1544 Pid 1452
1452	svchost.exe	0xa3070b66f910	0x2e8	Timer	0x100002	
1452	svchost.exe	0xa3070fb47ad0	0x2ec	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb63100	0x2f0	File	0x120089	\Device\DeviceApi\CMNotify
1452	svchost.exe	0xc60797738e60	0x2f4	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\MMDEVICES\AUDIO\RENDER\{CA4B71E0-8AAF-4C34-9EC6-F61790115337}\PROPERTIES
1452	svchost.exe	0xc607977395d0	0x2f8	Key	0x2001b	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\MMDEVICES\AUDIO\RENDER\{CA4B71E0-8AAF-4C34-9EC6-F61790115337}\PROPERTIES
1452	svchost.exe	0xa3070fb65810	0x2fc	File	0x12019f	\Device\0000006e\elineoutwave
1452	svchost.exe	0xc60797737810	0x300	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\MMDEVICES\AUDIO\RENDER\{CA4B71E0-8AAF-4C34-9EC6-F61790115337}\FXPROPERTIES
1452	svchost.exe	0xa3070b769d50	0x304	ALPC Port	0x1f0001	
1452	svchost.exe	0xa3070fb4e6e0	0x308	Event	0x1f0003	
1452	svchost.exe	0xa3070b731080	0x30c	Thread	0x1fffff	Tid 1560 Pid 1452
1452	svchost.exe	0xa3070fb44d50	0x310	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb554e0	0x314	Semaphore	0x100003	
1452	svchost.exe	0xa3070fb44570	0x318	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb55be0	0x31c	Semaphore	0x100003	
1452	svchost.exe	0xc607977854b0	0x320	Section	0xf0007	mmGlobalPnpInfo
1452	svchost.exe	0xa3070fb0b240	0x324	Event	0x100002	AudioSrv_CanAcceptMMCClient
1452	svchost.exe	0xa3070fb0b4c0	0x328	Event	0x1f0003	Client_Atmos_Check_Event
1452	svchost.exe	0xa3070fb555e0	0x32c	Event	0x1f0003	
1452	svchost.exe	0xa3070fb55760	0x330	Event	0x1f0003	
1452	svchost.exe	0xc6079773b390	0x334	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWSRUNTIME
1452	svchost.exe	0xc6079773ac20	0x338	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWSRUNTIME\ACTIVATABLECLASSID
1452	svchost.exe	0xa3070fb56360	0x33c	Event	0x1f0003	
1452	svchost.exe	0xa3070fb165d0	0x340	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070fb678e0	0x344	File	0x12019f	\Device\0000006e\emicinwave
1452	svchost.exe	0xa3070fb56fe0	0x348	Event	0x1f0003	
1452	svchost.exe	0xa3070fb67a70	0x34c	File	0x120089	\Device\DeviceApi\CMNotify
1452	svchost.exe	0xa3070fb49350	0x350	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb66ad0	0x354	File	0x100001	\Device\HarddiskVolume3\Windows\System32\en-US\AudioSrv.dll.mui
1452	svchost.exe	0xa3070fb17af0	0x358	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070fb569e0	0x35c	Event	0x1f0003	
1452	svchost.exe	0xa3070fb169e0	0x360	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070fb56ee0	0x364	Event	0x1f0003	
1452	svchost.exe	0xa3070fb17540	0x368	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070fb67d90	0x36c	File	0x120089	\Device\DeviceApi\CMNotify
1452	svchost.exe	0xa3070fb567e0	0x370	Event	0x1f0003	
1452	svchost.exe	0xa3070fb57060	0x374	Event	0x1f0003	
1452	svchost.exe	0xa3070fb49190	0x378	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb48d30	0x37c	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb487f0	0x380	EtwRegistration	0x804	
1452	svchost.exe	0xc6079773a070	0x384	Key	0x2001b	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\MMDEVICES\AUDIO\CAPTURE\{04CA1C97-8AC2-43DA-800F-8AFF3BF255A7}\PROPERTIES
1452	svchost.exe	0xa3070fb47f30	0x388	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb48b70	0x38c	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb49430	0x390	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb47910	0x394	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb48e10	0x398	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb48ef0	0x39c	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb490b0	0x3a0	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fb57660	0x3a4	Event	0x1f0003	
1452	svchost.exe	0xc6079773af50	0x3a8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWSRUNTIME\SERVER
1452	svchost.exe	0xa3070b73c080	0x3ac	Thread	0x1fffff	Tid 1620 Pid 1452
1452	svchost.exe	0xa3070fb57560	0x3b4	Event	0x1f0003	
1452	svchost.exe	0xa3070fb57f60	0x3b8	Event	0x1f0003	
1452	svchost.exe	0xa3070fa5f920	0x3bc	ALPC Port	0x1f0001	Audiosrv
1452	svchost.exe	0xa3070e9f8360	0x3c0	ALPC Port	0x1f0001	PlaybackManagerRpc
1452	svchost.exe	0xa3070fb580e0	0x3c4	Event	0x1f0003	
1452	svchost.exe	0xa3070fb578e0	0x3c8	Event	0x1f0003	
1452	svchost.exe	0xa3070faf8590	0x3cc	ALPC Port	0x1f0001	AudioSrvDiagnosticsRpc
1452	svchost.exe	0xa3070fb57260	0x3d0	Event	0x1f0003	
1452	svchost.exe	0xa3070faf8310	0x3d4	ALPC Port	0x1f0001	SpatialSoundDataManagerRpc
1452	svchost.exe	0xa3070fb57fe0	0x3d8	Event	0x1f0003	
1452	svchost.exe	0xc6079773a4b0	0x3dc	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\HOLOSI\AUDIO
1452	svchost.exe	0xc6079773a5c0	0x3e0	Key	0x10	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\HOLOSI\AUDIO
1452	svchost.exe	0xa3070fb17a20	0x3e4	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070fb57960	0x3e8	Event	0x1f0003	
1452	svchost.exe	0xa3070fb5dc60	0x3ec	Event	0x1f0003	
1452	svchost.exe	0xa3070fc8dd10	0x3f0	ALPC Port	0x1f0001	
1452	svchost.exe	0xa3070b7c6040	0x3f4	Thread	0x1fffff	Tid 1632 Pid 1452
1452	svchost.exe	0xa3070fb5dae0	0x3f8	Event	0x1f0003	
1452	svchost.exe	0xa3070fc03ee0	0x3fc	Event	0x1f0003	
1452	svchost.exe	0xa3070b76f500	0x404	Thread	0x1fffff	Tid 1492 Pid 1452
1452	svchost.exe	0xa3070fc0efe0	0x408	Event	0x1f0003	
1452	svchost.exe	0xa3070fc69660	0x40c	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070fef8ef0	0x410	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fbd66c0	0x414	ALPC Port	0x1f0001	
1452	svchost.exe	0xa3070fc0d7e0	0x418	Event	0x1f0003	
1452	svchost.exe	0xa3070fc6a360	0x41c	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070ffc5070	0x420	ALPC Port	0x1f0001	
1452	svchost.exe	0xa3070fefa4d0	0x424	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fef9510	0x428	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fefa850	0x42c	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fef95f0	0x430	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fef96d0	0x434	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fef97b0	0x438	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fef9c10	0x43c	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fef9890	0x440	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fefaa10	0x444	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fef9b30	0x448	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fef9cf0	0x44c	EtwRegistration	0x804	
1452	svchost.exe	0xa3070fd2aa80	0x450	ALPC Port	0x1f0001	
1452	svchost.exe	0xa3070ff79260	0x454	Event	0x1f0003	
1452	svchost.exe	0xc607979bd670	0x458	Key	0x10	MACHINE\SOFTWARE\CLASSES\LOCAL SETTINGS\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\APPMODEL\DEPLOYMENT\PACKAGE\*\ALLUSERS\{849352FB-8D63-44C8-B9CD-0EA9874FE420}
1452	svchost.exe	0xa3070ffdbec0	0x460	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070ffdc200	0x468	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070fd763c2	0x46c	Token	0x1f0003	
1452	svchost.exe	0xa307101dbb80	0x470	EtwRegistration	0x804	
1452	svchost.exe	0xa307101dae60	0x474	EtwRegistration	0x804	
1452	svchost.exe	0xa307101dc280	0x478	EtwRegistration	0x804	
1452	svchost.exe	0xa307101dc6e0	0x47c	EtwRegistration	0x804	
1452	svchost.exe	0xa307101db1e0	0x480	EtwRegistration	0x804	
1452	svchost.exe	0xa307101db2c0	0x484	EtwRegistration	0x804	
1452	svchost.exe	0xa307101dad80	0x488	EtwRegistration	0x804	
1452	svchost.exe	0xa307101db560	0x48c	EtwRegistration	0x804	
1452	svchost.exe	0xa307101daf40	0x490	EtwRegistration	0x804	
1452	svchost.exe	0xa30710196fe0	0x494	Event	0x1f0003	
1452	svchost.exe	0xa30710221ce0	0x498	ALPC Port	0x1f0001	
1452	svchost.exe	0xa3071021b080	0x49c	Thread	0x1fffff	Tid 3036 Pid 1452
1452	svchost.exe	0xa307102f7ce0	0x4a0	ALPC Port	0x1f0001	
1452	svchost.exe	0xa3071060dd50	0x4a4	ALPC Port	0x1f0001	
1452	svchost.exe	0xa30710678860	0x4a8	Event	0x1f0003	
1452	svchost.exe	0xa3070b731080	0x4ac	Thread	0x1fffff	Tid 1560 Pid 1452
1452	svchost.exe	0xa307108a6ce0	0x4b4	ALPC Port	0x1f0001	
1452	svchost.exe	0xa307107cd080	0x4b8	Thread	0x1fffff	Tid 3932 Pid 1452
1452	svchost.exe	0xa307106ad680	0x4bc	IoCompletion	0x1f0003	
1452	svchost.exe	0xa307107d4a70	0x4c0	TpWorkerFactory	0xf00ff	
1452	svchost.exe	0xa307103592a0	0x4c4	IRTimer	0x100002	
1452	svchost.exe	0xa307102c7a60	0x4c8	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa307103595d0	0x4cc	IRTimer	0x100002	
1452	svchost.exe	0xa307102c7b30	0x4d0	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa30710ec72c0	0x4d4	Process	0x1fffff	audiodg.exe Pid 4244
1452	svchost.exe	0xa3070ffdfc80	0x4d8	WaitCompletionPacket	0x1	
1452	svchost.exe	0xc607995920a0	0x4dc	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\MMDEVICES\AUDIO\CAPTURE\{04CA1C97-8AC2-43DA-800F-8AFF3BF255A7}\PROPERTIES
1452	svchost.exe	0xa307102d8340	0x4e4	Process	0x101000	explorer.exe Pid 1300
1452	svchost.exe	0xa3070e3d6c10	0x4e8	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa307106e8ce0	0x4f0	ALPC Port	0x1f0001	
1452	svchost.exe	0xa30710e79ce0	0x4f4	ALPC Port	0x1f0001	
1452	svchost.exe	0xa30710f79a80	0x4f8	ALPC Port	0x1f0001	
1452	svchost.exe	0xa30710b24ce0	0x500	ALPC Port	0x1f0001	
1452	svchost.exe	0xa30710df03d0	0x504	EtwRegistration	0x804	
1452	svchost.exe	0xc607995910b0	0x508	Key	0x8	USER\S-1-5-19\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION
1452	svchost.exe	0xa3070e3d7840	0x50c	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa3070e72f300	0x510	Process	0x101000	taskhostw.exe Pid 2696
1452	svchost.exe	0xa3071021b080	0x514	Thread	0x1fffff	Tid 3036 Pid 1452
1452	svchost.exe	0xa30710806c60	0x518	Event	0x1f0003	
1452	svchost.exe	0xa30710805260	0x520	Event	0x1f0003	
1452	svchost.exe	0xa30710806160	0x524	Event	0x1f0003	
1452	svchost.exe	0xc60799591600	0x52c	Key	0xa001f	USER\S-1-5-21-4182252777-1766901480-2167484189-1001\SOFTWARE\MICROSOFT\INTERNET EXPLORER\LOWREGISTRY\AUDIO\POLICYCONFIG\PROPERTYSTORE
1452	svchost.exe	0xa30710805260	0x530	Event	0x1f0003	
1452	svchost.exe	0xa3070e3d8130	0x534	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa30710c99660	0x538	File	0x120089	\Device\DeviceApi\CMNotify
1452	svchost.exe	0xa307108064e0	0x53c	Event	0x1f0003	
1452	svchost.exe	0xc60799591e80	0x540	Key	0x10	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\PERCEPTIONSIMULATIONEXTENSIONS
1452	svchost.exe	0xa3070e3d8540	0x544	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa30710df42d0	0x548	EtwRegistration	0x804	
1452	svchost.exe	0xa3070b7c6040	0x54c	Thread	0x1fffff	Tid 1632 Pid 1452
1452	svchost.exe	0xa30710df50c0	0x554	IoCompletion	0x1f0003	
1452	svchost.exe	0xa30710f7aa80	0x558	ALPC Port	0x1f0001	
1452	svchost.exe	0xa30710cd6d20	0x55c	TpWorkerFactory	0xf00ff	
1452	svchost.exe	0xa307100485c0	0x560	IRTimer	0x100002	
1452	svchost.exe	0xa3070ffe7f50	0x564	WaitCompletionPacket	0x1	
1452	svchost.exe	0xa30710048c20	0x568	IRTimer	0x100002	
1452	svchost.exe	0xa3070ffe7320	0x56c	WaitCompletionPacket	0x1	
1452	svchost.exe	0xc607993ed9f0	0x574	ActivityReference	0xf0000	
1452	svchost.exe	0xa30710802c60	0x580	Event	0x1f0003	
1452	svchost.exe	0xa3070b764480	0x584	Thread	0x1fffff	Tid 1512 Pid 1452
1452	svchost.exe	0xa3070b764480	0x588	Thread	0x1fffff	Tid 1512 Pid 1452
1564	svchost.exe	0xa3070fb53760	0x4	Event	0x1f0003	
